text,sentiment
i would always feel amazed at how impacted these and year olds were by this subject,2
i feel so lucky to live in portland land of delicious food,2
i folk if im feeling sociable,2
i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,2
i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,2
i feel like ive been in a more innocent version of a one night stand,2
i feel like ive got a handle on trusting my instincts,2
i feel so complacent and start thinking that i am so smart,2
i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,2
i put my leg around yours and wrap my arms under yours for me to feel safe again,2
i feel more loyal to lucy,2
i am so relieved and excited and i feel confident again,2
im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,2
i feel more clever,2
i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,2
