,text,polarity
10532,im going to sit and crochet some more squares and try not to feel alarmed at the amount of them i need to do before these babies are born,NEGATIVE
10534,i was feeling quite groggy in the days before the race the glands in my neck were sore and swollen and i could tell my body was fighting a bug of some kind,NEGATIVE
10535,i know how old people feel when they have greedy family members who are trying to take their stuff before they even pass on,NEGATIVE
10537,ive reserved the right to feel all stubborn and powerless about it,NEGATIVE
10538,i had a hour training class yesterday which will help me feel a little less stressed with the techniques i learned,NEGATIVE
10540,i feel apprehensive and wonder if the marks i have made in the past are still there,NEGATIVE
10541,i was feeling grumpy not women problems grumpy but five year old i want to get my way kind of grumpy you don t think there s a difference,NEGATIVE
10544,i am sure she is feeling all alone imagine i just take the whole house in my head when i have fever,NEGATIVE
10545,i wouldn t feel as offended as i do now because the sign would be accurate,NEGATIVE
10546,i feel shaken open as though my heart were broken into and there are no words to speak,NEGATIVE
10550,i feel like if i ask them to stay for me then im being the selfish one even though they are the ones making plans that they know i cant do with them,NEGATIVE
10551,i have been asking myself some difficult questions in an attempt to understand why i feel this strange push and pull between different aspects of my life,NEGATIVE
10552,i feel foolish for how much i ve analyzed this one solitary choice to go or not to go,NEGATIVE
10557,i tackle political ideas only when something makes me feel angry and even then it is often personal,NEGATIVE
10559,i remember feeling terrified as a child,NEGATIVE
10561,i feel i should be at and the pay is too low to maintain life in the city,NEGATIVE
10564,i feel remorseful for not making the most with them,NEGATIVE
10566,i feel horrible for making everyone else so worried,NEGATIVE
10567,i feel im just so greedy that all i care about is myself,NEGATIVE
10568,im going to putter on the computer till i feel less violent and down,NEGATIVE
10570,i feel beaten a href http ediebloom,NEGATIVE
10573,i feel about him too i ve never hated to love someone as much as i do him,NEGATIVE
10574,i am no longer feeling any effects from ibs irritable bowel syndrome that i suffered with for years,NEGATIVE
10575,i resent you as much as i do that i feel needlessly and unreasonably angry whenever you re around that the slightest idiosyncrasies of yours make me sick,NEGATIVE
10576,im gonna list my favorite work out stuff because once i say stuff on my blog i feel shitty backing out on it,NEGATIVE
10586,i do my best but it feels uncomfortable,NEGATIVE
10587,i must say that i m feeling drained of any poetic inclinations,NEGATIVE
10588,i am back in the shire and although it is lovely to be reunited with fields once more i am feeling a bit restless and missing london life,NEGATIVE
10589,i see myself feeling hurt or let down or uncertain,NEGATIVE
10590,i feel even more alone although i have him,NEGATIVE
10591,i included my feelings but no violent acts were committed against her,NEGATIVE
10592,i am feeling drained it is because i am not taking this aspect seriously enough,NEGATIVE
10594,i need that warmth to remind me hes there when life feels cold and empty,NEGATIVE
10595,i just couldnt fall asleep feeling scared,NEGATIVE
10596,i feel rude bring my own fridge i do eat food but i guess my option,NEGATIVE
10597,i had been feeling was all my fault that i had wronged her and caused her to abandon me,NEGATIVE
10598,i am feeling very bitter about it all,NEGATIVE
10601,i try not to feel defeated rather i strive to continue to try to create quilts that fully express my vision,NEGATIVE
10602,i feel so depressed i don t know what about just feels like i have a big rock inside me weighing me down,NEGATIVE
10603,ive been feeling miserable ever since i graduated high school,NEGATIVE
10604,i feel a little paranoid that i may forget what ive learnt,NEGATIVE
10607,i feel quite frustrated,NEGATIVE
10608,i feel sorry for the times that i misjudged it as well as it had to me,NEGATIVE
10609,i straight away started to feel my blood boil anger coming over me and that very nerve getting agitated,NEGATIVE
10611,i left the property feeling insulted and found myself minutes later on main street an unsuspecting victim of some unknown enemy s next attack,NEGATIVE
10614,i can feel the cold wind,NEGATIVE
10616,i also has the meaning of trusting oneself trusting that we have what it takes to know ourselves thoroughly and completely without feeling hopeless without turning against ourselves because of what we see,NEGATIVE
10618,i could look for solutions instead of just feeling helpless actually made a big difference,NEGATIVE
10622,im feeling gloomy this weekend,NEGATIVE
10623,i can insist and insist that i am a mother but i feel like a pretty rotten one,NEGATIVE
10624,i feel distraught and devastated,NEGATIVE
10625,i was feeling kind of rebellious and my post was a little on the,NEGATIVE
10627,im feeling rebellious for the sake of being rebellious,NEGATIVE
10630,i guess only my wife can really know for sure but i feel at least a little bit less selfish since being married,NEGATIVE
10631,i feel kind of sorry for her,NEGATIVE
10635,i feel vulnerable when im alone not only because i feel so incapable of defending myself but also because i could go into labour at any point,NEGATIVE
10639,im excited and i want her to be proud to be homeschooled and not feel ashamed,NEGATIVE
10640,i love when everything looks so bright even i feel so dull,NEGATIVE
10641,i feel drained or do i feel energized,NEGATIVE
10642,i don t feel like i m unsuccessful when i fail at reaching a goal in my freelance writing career,NEGATIVE
10643,i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,NEGATIVE
10644,i didnt want to stay in this feeling of loneliness the emptiness of my prayers blank requests to a paper deity,NEGATIVE
10645,i understand that he was feeling devastated and i sympathize,NEGATIVE
10647,i get these intrusive thoughts mostly violent ones or sometimes sexual the sexual ones make me feel really agitated not pleasant at all whereas the violent ones don t tend to bother me,NEGATIVE
10649,i hope you enjoy and do not feel offended,NEGATIVE
10650,i noticed several months ago that i d start feeling resentful as i walked toward a pedestrian crossing with the intention of course of crossing the road,NEGATIVE
10651,i hate that feeling when im about to do something then i get scared and almost turn around and walk away,NEGATIVE
10653,i cant help but feel distraught,NEGATIVE
10654,i am feeling terrible,NEGATIVE
10655,i feel so pained by a situation or circumstance or i become so frustrated by something that is so out of my control and completely unacceptable that instead of looking like a crazy person running around cursing and screaming i throw a tantrum in my mind,NEGATIVE
10656,i have omitted the link to this article as i feel readers of this blog may be offended by the questionable adult content on the nyps webpage,NEGATIVE
10657,i need these crutches but i feel like i cant help it i resigned myself to a position of being miserable so long ago that its taking me baby steps to realize i dont have to be,NEGATIVE
10660,i don t know about anyone else but there are times when i am feeling low and stressed and i just need to see something pretty,NEGATIVE
10661,i feel a strange disconnect,NEGATIVE
10662,i feel many petty people have judged me simply because i may be one,NEGATIVE
10663,im feeling tragic like im marlon brando,NEGATIVE
10664,i hunger for anything i feel ferocious like a tiger,NEGATIVE
10665,im putting my books in a stack and wondering when ill stop feeling so sad about the passing of ray bradbury,NEGATIVE
10667,i feel like i am punished for having them too,NEGATIVE
10669,i am not strong that i feel scared lonely lost and confused,NEGATIVE
10670,i feel genuinely stressed with work,NEGATIVE
10671,im excited to see where this goes and at least i feel like im doing something rather than just sitting around feeling unhappy with how things are,NEGATIVE
10673,i more important than going fun ipad strategy games original boots from ugg wear ugg boots this winter low cost ugg boots uggs need to get washed inside they are also lightweight so you won t feel burdened with them speed up finances with payday loans payday loans the monthly solution for you,NEGATIVE
10674,i feel im a largely unimportant person it really does mean a lot to me that people even consider coming here,NEGATIVE
10679,i feel soo disturbed by it,NEGATIVE
10680,i am still numb i question everything about what i feel and terrified to trust all my feelings,NEGATIVE
10681,i think the answer to my problems can be found in the bottom of a bottle of cheap alcohol and logically i know that nothing waits for me there except a headache come the following morning a dull ache at my temple like the feeling of repressed tears,NEGATIVE
10687,i am thankful for not attending therapy but am really no further forward in fact probably feeling more isolated misunderstood and lonely in it,NEGATIVE
10688,i already went out of my way to be as considerate as possible to others but now i feel like i am being abused,NEGATIVE
10690,i rely on certain add ons that are not available to midori that i feel its inadequate,NEGATIVE
10693,i feel like a rebellious year old that stands in the doorway flicking the lights off and on in the depths of my spirit,NEGATIVE
10698,i find when i look at things in this way i deal with the situation better and do not feel as agitated,NEGATIVE
10700,i feel humiliated when i am forced to make decisions i do not want to make simply to please my parents,NEGATIVE
10702,i do feel bad,NEGATIVE
10703,i am feeling more like me except a little weepy,NEGATIVE
10706,i can walk down another street and stop feeling helpless and hopeless,NEGATIVE
10707,i had been feeling conflicted and disheartened by my choice to get a new job even though i know this is what god has for me right now,NEGATIVE
10708,i generally only post on this site when im feeling completely overwhelmed and i need a space to vent about the perils of law school however lately ive been laughing my way to the law library like a kind of deranged film villian oh this is far too easy,NEGATIVE
10709,i imagine being a man it s like being kicked in the nuts repeatedly that s how bad it feels you feel like you want to curl up and die a devastated schalm said after the bout,NEGATIVE
10710,i feel lousy about how much i have to study,NEGATIVE
10711,i love it here even when i am feeling discouraged,NEGATIVE
10712,im wondering why i feel submissive sometimes more than others because im feeling it,NEGATIVE
10713,i feel rebellious today so i ll leave this as a warning to myself on how radical i can be,NEGATIVE
10715,i feel really wimpy saying it but,NEGATIVE
10718,i began to feel distressed and a feeling of sadness and a desire to kill myself,NEGATIVE
10720,i am going to stop feeling sorry for myself,NEGATIVE
10721,i feel pretty crappy complaining about the woes of pregnancy,NEGATIVE
10723,i couldn t help but feel personally insulted when oscar denounced the very idea as grotesque and unrealistic,NEGATIVE
10724,i am already feeling very much lousy i seriously do not need anyone to give me comments,NEGATIVE
10726,i asked feeling hesitant,NEGATIVE
10727,i remember laying in the bath feeling really emotional knowing that i was going to bring my baby into the world on the day that miss cook was laid to rest,NEGATIVE
10730,i have crossed over and i am on safe footing yet still feel this way fearful for the unknown shaky uncertain,NEGATIVE
10731,having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications,NEGATIVE
10733,i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids,NEGATIVE
10734,ive never owned a mac have always used microsoft and just feel disillusioned with the way theyve managed this roll out all the glitches things not working and overall that vista has been out for months and it is only now that it is starting to become stable thanks to update after update,NEGATIVE
10735,i feel time is running out so i m not bothered with myself now,NEGATIVE
10737,im not making some sort of music i feel useless,NEGATIVE
10739,i do not know if i already hurt their feelings which may lead to their violent reaction may turn into a bad outcome,NEGATIVE
10740,i started today feeling not terrible,NEGATIVE
10741,i feel like my heart broke telling my children she continued,NEGATIVE
10746,i know i shouldn t compare the relationships but i feel we are so disadvantaged and kept kiddy,NEGATIVE
10747,i find myself feeling agitated because of how what the kids are playing i ask myself did i play this way when i was little,NEGATIVE
10748,im also feeling a bit homesick its hard to think that ive spent this long away from home and that ive got such a short time until i get back,NEGATIVE
10749,i feel that uncertain should be a better communicator,NEGATIVE
10751,i can not drop this class because then i lose the financial aid for not having enough credits plus i feel like a quitter and im too stubborn for that,NEGATIVE
10752,i feel resentful toward my wife when weeks go by without sex,NEGATIVE
10754,when i heard the news that my grandfather had died,NEGATIVE
10757,ive come to realize i need to stop runnin away from my fears gotta stop bein so confined and wanting to hide feeling the need to die and instead stic through this vicious hell like ride,NEGATIVE
10758,i feel awkward and laugh with me when i make mistakes and have open arms for me even though mine sometimes dangle at my sides hesitant,NEGATIVE
10759,i didnt usually feel quite so hated at this hour of the morning,NEGATIVE
10761,id really hop to it quickly because i knew theyd cry and yell if they didnt get it quickly and i also knew scott was feeling rotten,NEGATIVE
10763,i repeat over and over in my life in which i try to take control in my life but it when it doesn t work i feel afraid that i have no control,NEGATIVE
10764,i make jokes about being happy to get rid of them for the school year but its just because i feel incredibly vulnerable about sharing them with others,NEGATIVE
10769,i forgive myself that i have accepted and allowed myself to feel terrified when i can not move myself or speak or scream in sleep paralysis,NEGATIVE
10770,im really excited but feel gloomy also because of the weather,NEGATIVE
10771,im feeling regretful about not writing back to you i felt the exact same things you did and i would have also loved to have you read my letters,NEGATIVE
10772,im feeling deeply overwhelmed by these ordinary tasks,NEGATIVE
10774,i attribute this feeling of melancholy to the bloody,NEGATIVE
10777,i think the main benefit here is that it wets the surface giving even the earliest strokes something to play against and it also helps get my ass into the deep end of the pool if i am feeling hesitant about where to begin,NEGATIVE
10779,i could almost feel it as the flames singed and tortured her frail delicate body leaving nothing behind but a foul smelling concoction of wood and burnt flesh,NEGATIVE
10780,i guess im once again feeling useless and pointless,NEGATIVE
10782,i feel ashamed of my lack of empathy at times,NEGATIVE
10784,i suppose to feel terrified,NEGATIVE
10785,i feel very miserable now,NEGATIVE
10788,i need when i feel beaten down,NEGATIVE
10789,ive been feeling pretty punished lately,NEGATIVE
10794,i was catapulted back into feeling more terrified of people than i had been in awhile,NEGATIVE
10795,i have been following your blog i feel like ive gotten to know the real you not some filtered version or a fake internet persona of who youd like to be,NEGATIVE
10796,i am comforted knowing that i can use my gun for my protection and will not be put behind bars for using it when i feel threatened,NEGATIVE
10797,i am feeling really lousy i take out the diy therapy chart and look up the emotion i am experiencing,NEGATIVE
10798,i feel physically beaten and so very exhausted,NEGATIVE
10799,i had it in my head as it relates to the workplace because i had just been irritable to someone a tiny bit lower in status than myself in response to someone who is higher than me making me feel momentarily pressured,NEGATIVE
10800,i only feel frightened and these are such small things,NEGATIVE
10802,i sigh and say im tired and feeling very needy,NEGATIVE
10804,i feel very ignored,NEGATIVE
10806,i couldn t feel anything other than some strange tugging so i was relieved to say the least,NEGATIVE
10811,i feel pretty terrified about letting down all those good people kind enough to support my work,NEGATIVE
10812,im feeling and i say useless and he says that fucker messed with your head,NEGATIVE
10813,i feel so spiteful towards people sometimes just the way they look makes me want to hurt them,NEGATIVE
10815,when i had to come back from my village last christmas,NEGATIVE
10816,i have no planning at all and im feeling really bad about this,NEGATIVE
10819,i am tired of feeling useless tired of feeling uninteresting nor funny nor smart nor beautiful nor important,NEGATIVE
10820,i feel it all one of the many standouts from feist s dare i say masterpiece album the reminder broke down the usual barrier between audience and performer,NEGATIVE
10823,i feel inadequate in almost everything that i do,NEGATIVE
10824,im still feeling a bit grouchy,NEGATIVE
10825,i was measuring a week big and that was enough to just make me feel lousy about myself,NEGATIVE
10826,i think about talking to a lawyer and finishing this i feel anxious,NEGATIVE
10827,i feel so remorseful for that day all those shits i said to you,NEGATIVE
10828,i feel a bit sentimental,NEGATIVE
10833,i feel insecure all the time,NEGATIVE
10835,i feel so shitty about wearing you out,NEGATIVE
10836,i was feeling really shitty invaded disrespected and i was not even one of the actors victims,NEGATIVE
10837,i thought this was a good idea in that it gave you time to recover if you were feeling nervous or overwhelmed and also gave you the opportunity to make your escape if you felt so inclined,NEGATIVE
10839,i feel agitated thinking about his mother and her supposedly hidden msg,NEGATIVE
10840,i feel sort of numb,NEGATIVE
10841,i still feel annoyed and the older sd is always sick with something and i mean always,NEGATIVE
10842,i feel a bit foolish even bothering to post anything on fridays,NEGATIVE
10844,i feel extremely drained of energy,NEGATIVE
10845,i seem to have lost all sense of direction and feel doomed to get a crappy education and a dead end job when i used to feel destined to shine,NEGATIVE
10847,i feel ignored even if that ignoring is something i asked for specifically,NEGATIVE
10849,i feel horrible having to say not right now so often,NEGATIVE
10854,i went through the exam i could feel my heart sink with each unsure answer each flip flop decision and random guess,NEGATIVE
10855,i am lacking sleep a bit but i also feel like i have a blank sheet of paper in front of me in many areas of church life,NEGATIVE
10856,i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal,NEGATIVE
10858,i just feel more vulnerable than other people,NEGATIVE
10861,i feel very inadequate physically,NEGATIVE
10862,i miss it when i feel no one person who ignored me,NEGATIVE
10863,i get to my desk at nine feeling exhausted and tired and grumpy to come home and rush through my to do list and get angry that i havent finished it,NEGATIVE
10864,i had this odd realization this week as i battled feeling completely gloomy,NEGATIVE
10865,ive been quite confident in what i believe for my whole life this occasionally over whelming feeling of uncertainty has truly shaken me to my core,NEGATIVE
10866,i get the feeling that the relationship would be more sarcastic than sweet or sure,NEGATIVE
10868,i feel so lost with it these days,NEGATIVE
10870,i was playing with friends then i decided to splash some sand into a car which was moving nearby the driver got angry and came to report to my parents,NEGATIVE
10871,i feel like i have been a little distracted lately,NEGATIVE
10872,i am even not able to keep in touch with the people who still ask about me all because i feel my life is boring there is nothing new in it,NEGATIVE
10873,i could even think about it i said uh well most days i feel like im being tortured i want to pull all my hair out and scream so i guess not,NEGATIVE
10874,i feel like someone has literally drained all of the energy from my body,NEGATIVE
10875,i feel horrible about myself and want to throw in the towel and give up,NEGATIVE
10877,ive found that when i make a simple mistake or i really screw up i feel foolish guilty and like i will never be myself again,NEGATIVE
10879,i feel useless because i feel like i should have dealt with this ages ago,NEGATIVE
10880,i feel nervous when i think about going to australia though i feel exited at the same time,NEGATIVE
10886,i have been feeling very stressed these days,NEGATIVE
10887,i feel i am suffering from a bad case of i only want to nap,NEGATIVE
10888,i can understand that the people here are not nice to them and that they feel isolated and alone and think this life is just not worth it anymore,NEGATIVE
10889,i should feel pissed,NEGATIVE
10890,i feel devastated for the mother whose fraud of an ex husband has abducted their daughter and headed for the hinterlands gaige keeps us so totally inside her narrator s head that it s difficult not to feel some sympathy for him,NEGATIVE
10891,i feel sort of foolish it was actually very easy and what she was asking made complete sense once i got there you have to bind off the neck and work with the shoulders separately hence the need for two balls of yarn,NEGATIVE
10893,i am sure everyone of us felt that feeling at least once while some of us might get agitated easily,NEGATIVE
10894,im supposed to be excited about my tattoo today but instead all im feeling is pissed off,NEGATIVE
10897,i began to feel strange i thought to myself here it comes,NEGATIVE
10899,i just want him to see how it feels when he does something that i feel is obnoxious,NEGATIVE
10900,i feel helpless to make any real difference,NEGATIVE
10901,i feel helpless and scared and all of these things i cant describe and i never thought of myself as a control freak but im recognizing that feeding my feelings is my way to control something in the midst of chaos,NEGATIVE
10902,im going to be after the birth of this baby feels shaky,NEGATIVE
10903,i left feeling too dull to come up with ideas,NEGATIVE
10905,i feel a strange sense of achievement that i have scraped every nook and cranny of the shells for juicy morsels,NEGATIVE
10907,i would feel disheartened so i would then go and do cardio for another hour to achieve calories,NEGATIVE
10908,i was feeling a bit shaky and a bit off centre but i think most of that was worrying about things out of my control,NEGATIVE
10909,i will not respond i am not trying to trap any one or make you feel burdened upon or threatened for your opinion,NEGATIVE
10911,i was not feeling so nervous because she seemed so calm and collected,NEGATIVE
10912,i always feel like they love to annoy us especially when were doing something and we dont like to be disturbed by anybody,NEGATIVE
10913,i feel like a worthless ugly fat unattractive piece of shit,NEGATIVE
10914,i get it she feel betrayed and hurt,NEGATIVE
10916,im feeling a little melancholy as i listen to this song,NEGATIVE
10918,ive also discovered that because i feel less agitated by caffeine and cravings this coping method is unnecessary huge,NEGATIVE
10919,i feel cold spots,NEGATIVE
10920,i do not know these people since they are not a resident of this room and for them to treat me in such a way that i feel angered,NEGATIVE
10925,i could feel my sciatica aching as my feet was swinging from the gas to the brakes pedals,NEGATIVE
10926,i know i never say or act that way but in reality its how i feel financially i feel disheartened because of my car,NEGATIVE
10929,i feel like making this a stubborn battle of wills,NEGATIVE
10931,i am so happy but yet i feel enraged,NEGATIVE
10933,i sometimes feel shitty and guilty for buying into them without actively making any choices i am about as normative you can get in terms of the fashion blogosphere,NEGATIVE
10936,i me still feeling cold from the swim which doesnt really count as one earlier on,NEGATIVE
10937,i dont think he touched my penis but i just remember feeling very helpless and that trust was violated,NEGATIVE
10938,im feeling gloomy today,NEGATIVE
10940,i feel sorry for you guys,NEGATIVE
10943,i feel there are a lot of things that i need want must to do but always somehow got distracted got a call from my crol tl and just told her that couldnt join her as per going to the doc,NEGATIVE
10945,i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there,NEGATIVE
10947,i feel like i shouldnt have even bothered,NEGATIVE
10948,i feel that grits and even polenta are an unfortunate fate for corn,NEGATIVE
10949,i dont know i have this one feeling that i feel isolated on twitter well nobody were isolating me i just felt like among those who were having convos together im the only one who keep talking about how i am happy the drama ive been following was updating their new episode,NEGATIVE
10951,i know it shouldn t feel unsuccessful but the only way to come back and make that be the right decision would be to come back and win a super bowl,NEGATIVE
10952,ive test tried dropping it and nothing happened which is supposed to be if something happened to my phone i would feel so fucked up,NEGATIVE
10956,i definitely feel that my poems are in conversation with nature poetry but in the way that a rebellious activist might be in conversation with a government official,NEGATIVE
10957,i really feel unhappy,NEGATIVE
10959,i just feel like an awful mommy,NEGATIVE
10960,im feeling really annoyed,NEGATIVE
10961,i cant abide the political mess the country is in though i feel equally enraged about the state of uk politics,NEGATIVE
10962,i feel like the most moronic naive individual on the face of the planet right now,NEGATIVE
10964,i felt i completely belonged and i didn t feel shy and frightened any more,NEGATIVE
10965,i woke up feeling grumpy tired unhappy and just plain sick of things,NEGATIVE
10967,i know how it feels when i have read someone suffering in pain mentally,NEGATIVE
10968,i see lovers i feel envious i want someone to be there for me,NEGATIVE
10969,i spent the day laughing so much i can feel my jaw aching for all the exercises and stretches it made,NEGATIVE
10970,im feeling slightly intimidated,NEGATIVE
10972,i find myself more and more lately feeling like i m a shitty wife and mom,NEGATIVE
10973,i fear that because i suffer from depression the people i care about feel inhibited when they are going through hard times,NEGATIVE
10974,i feel like i am being obnoxious by posting every three seconds,NEGATIVE
10975,i did feel like their relationship seemed a little rushed though,NEGATIVE
10976,i am i cant help but feel skeptical about the whole thing,NEGATIVE
10978,i am baffled hurt that i feel assaulted and unsafe,NEGATIVE
10979,i understand that some of you will now feel a bit disturbed and unsure at this point,NEGATIVE
10986,i remember getting the text and feeling heartbroken,NEGATIVE
10991,i feel like i missed most of my precious summer,NEGATIVE
10993,i am feeling to embarrassed about my body to take my son to the local pool i ll think of this poor woman and just rock the most scandalous piece of swimwear available,NEGATIVE
10995,i needed to feel rebellious,NEGATIVE
10999,i cant really describe the feeling that i have except to say that i am incredibly burdened,NEGATIVE
11000,i feel exhausted just by writing that,NEGATIVE
11001,im feeling a little regretful but itll pass because thats what happens with regret,NEGATIVE
11002,i feel stressed frequently,NEGATIVE
11003,i can feel the awkwardness and that weird kind of tension,NEGATIVE
11006,i point these things out so as to make clear that i went into this film with the best intentions but left feeling irritated confused and wore out,NEGATIVE
11007,i feel so heartbroken and confused and just blah blah blah,NEGATIVE
11008,i guess you could say i am a loner but i feel more lonely in a crowed room with boring people than i feel on my own,NEGATIVE
11010,i usually start feeling anxious,NEGATIVE
11012,i wake up feeling fearful and helpless,NEGATIVE
11015,i not feel resentful for always putting out more effort then ever receiving,NEGATIVE
11016,i actually like having things clean but i like to have them messy first so i feel rebellious,NEGATIVE
11017,i have done quite a bit of traveling together and so know how to keep the other laughing when we re feeling defeated or stressed and the addition of audie and mona only multiplied the laughter,NEGATIVE
11018,i yearn for when i feel vulnerable,NEGATIVE
11019,i feel heartbroken and worried and i have a wicked headache,NEGATIVE
11020,i get so tired of pretending everything is great and granted things are pretty good yet i am feeling discontent,NEGATIVE
11026,i did cry more than i ever have i actually rarely cry but sometimes i get to the heart of my pain over men in general and my feeling that i am damaged somehow and that s why no one likes me so maybe that was it,NEGATIVE
11029,im not sure why i always feel reluctant to write nutrition health posts but i decided that those days are over,NEGATIVE
11030,i feel groggy and disoriented,NEGATIVE
11031,i know i shouldn t feel offended but i do,NEGATIVE
11032,i have read and experienced going vegetarian to vegan from a meat eater how the toxins leave your body and make you feel irritable and grumpy,NEGATIVE
11033,im still feeling a bit drained,NEGATIVE
11035,i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,NEGATIVE
11036,i subconsciously feel a little bashful at the display of nakedness in front of me while watching the maid wipe windows on the outside of the room actually its just her shadow behind the drawn curtains,NEGATIVE
11037,i feel like a bitchy selfish idiot,NEGATIVE
11038,im feeling more fucked up than ive ever had and its nothing to do with my school work,NEGATIVE
11040,i do not feel disadvantaged or jealous without these things i feel empowered instead,NEGATIVE
11041,i feel damn lame hahahahahha,NEGATIVE
11044,i just wanted the world to feel strange to me again,NEGATIVE
11045,im feeling particularly awful about my language learning capabilities this week,NEGATIVE
11048,i have times when i feel insecure,NEGATIVE
11049,i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,NEGATIVE
11050,ive been honestly self indulgent and rather reckless with my consumption of caffeine cigarettes and junk food which combined with the dangerous ingredient of freezing weather has caused me to feel lethargic fat and unfit,NEGATIVE
11052,i feel stressed my intention is to remain in control of my feelings,NEGATIVE
11054,im feeling a bit uncertain about the whole poem i think that will remain,NEGATIVE
11058,i wonder if they feel like reluctant leaders,NEGATIVE
11059,i see my thin friend struggling to gain weight and eating a lot of rubbish food everyday i see my fat friend being laughed at i see him feeling ashamed of the way he looks,NEGATIVE
11061,im feeling stressed or having a bad day i take a walk or run,NEGATIVE
11062,i let my fingers stroke across his chest to his heart marveling at the feel of him terrified that this is a step too far,NEGATIVE
11063,i walked around my yard and even got down by the waterside of the lake i live by i couldnt feel my fingers it was so cold,NEGATIVE
11064,i must have been unable to contain my expression as she immediately offered a string of reasons why she only had words ranging from inadequate computer to no computer to difficulty in using said computer s to feeling inhibited in writing too much on a computer for fear of losing it and so on,NEGATIVE
11065,im starting to feel that some of them are so fake,NEGATIVE
11066,i bought some three books after feeling disillusioned with the one id brought with me to glasgow,NEGATIVE
11067,i feel like this vile thing brooding gnawing deeper in spirit,NEGATIVE
11068,i feel stressed anxious over worked tired and weak,NEGATIVE
11069,i mentioned in that post the colors are very pretty but they feel very uncomfortable on the eyes,NEGATIVE
11071,im feeling bitchy on saturday,NEGATIVE
11072,being subject to unfair treatment in a working group,NEGATIVE
11073,i begin feeling dull throbbing pain in my forefoot and after i am done running i have pain in the lateral area of my foot that was once broken,NEGATIVE
11074,i began to feel that it was shaken so badly that it would never be repaired,NEGATIVE
11076,im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,NEGATIVE
11077,i can only guess that the boys are feeling shy when i m sick but honestly i could use some help now,NEGATIVE
11078,i refuse to allow my wonderful feeling to be disturbed by all the crazy,NEGATIVE
11080,i feel so neurotic sometimes because usually even if i know we dont have something etc,NEGATIVE
11083,i guess i feel irritated when great music gets ignored even if it is necessary,NEGATIVE
11084,i usually feel suspicious and guilty about this considering how little i do during my work day,NEGATIVE
11085,i feel she s frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,NEGATIVE
11086,i read new risen throne once said cold amp desolate soundscapes that will leave you feeling utterly scared amp alone yes it is,NEGATIVE
11087,i enjoyed today because hes a darling but its a long time since ive backed a horse and i have to admit to feeling a little hesitant as to where to go from here,NEGATIVE
11089,im feeling pretty rebellious right now because im writing this is my engineering class,NEGATIVE
11090,i feel so pissed off that i can bite off a fucking tree log,NEGATIVE
11091,i think she had more fun than she thought she would have granted we do feel like we are suffering a bit with the food and detoxing but at the same time we feel like we are finally making serious changes to be healthy and that alone is a really awesome feeling,NEGATIVE
11093,i try to stuff my wildly feeling heart and messy insides safely and politely back where they belong but instead im like the scarecrow from the wizard of oz anxious and undone,NEGATIVE
11095,im not down how do you feel about yourself train in vain describe your ex girlfriend boyfriend cool confusion describe your current girlfriend boyfriend whats my name,NEGATIVE
11096,i know there was just two of us but i was feeling somewhat sorry for myself and thought that i might drown my sorrows in a little salt and vinegar and a lot of batter and lard,NEGATIVE
11098,i was in the throes of being brought to the edge i once again felt that same feeling of submissive ownership emotions building,NEGATIVE
11099,i would feel strange describing it but if anyone is interested let me know and i will add it,NEGATIVE
11100,im particularly feeling pressured to act and behave in ways that are culturally accepted and expected of me,NEGATIVE
11102,i am feeling pretty shitty about it maybe i should tell him to kiss my ass,NEGATIVE
11104,i should feel ashamed,NEGATIVE
11106,i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,NEGATIVE
11107,i feel sarcastic poetry coming on,NEGATIVE
11108,im trying to standby his mother and follow my heart but she makes me feel like its all in vain sometimes,NEGATIVE
11110,i feel like i am getting fucked,NEGATIVE
11113,i feel ashamed because i was doing the very thing that the bible taught against,NEGATIVE
11116,i even go further these subjects are not interesting to me in anyway because i m relating to them personally some example will be used with imaginary names to protect friend and family identity s please do not feel offended if u see your name,NEGATIVE
11117,a teacher was very blunt in his relation to a child so that the child was very upset when arriving at home,NEGATIVE
11121,i was waiting an hour after strength training and i would feel really listless after a while,NEGATIVE
11125,i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen,NEGATIVE
11126,i know the effects of my day to day happenings on my serenity are so subtle at times that i end up feeling irritable and discontent without knowing why,NEGATIVE
11134,i feel unwelcome in this home of mine,NEGATIVE
11136,i feel something like vain because i could raise my score only in years,NEGATIVE
11138,i feel so neglectful of lj,NEGATIVE
11139,i am feeling more and more dissatisfied and anxious about this self imposed weekly deadline,NEGATIVE
